timestamp,dteday,season,yr,hr,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category
2011-05-09 11:00:00,2011-05-09,2,0,11,1,1,0.6,0.6212,0.46,0.2239,26,99,125,Sedang
2011-05-09 12:00:00,2011-05-09,2,0,12,1,1,0.6,0.6212,0.43,0.194,35,160,195,Sedang
2011-05-09 13:00:00,2011-05-09,2,0,13,1,1,0.62,0.6212,0.38,0.2836,36,138,174,Sedang
2011-05-09 14:00:00,2011-05-09,2,0,14,1,1,0.62,0.6212,0.41,0.2239,44,118,162,Sedang
2011-05-09 15:00:00,2011-05-09,2,0,15,1,1,0.62,0.6212,0.41,0.2239,51,148,199,Sedang
2011-05-09 16:00:00,2011-05-09,2,0,16,1,1,0.64,0.6212,0.38,0.2239,49,255,304,Sedang
2011-05-09 17:00:00,2011-05-09,2,0,17,1,1,0.62,0.6212,0.38,0.2537,59,539,598,Sedang
2011-05-09 18:00:00,2011-05-09,2,0,18,1,1,0.62,0.6212,0.38,0.2985,66,458,524,Sedang
2011-05-09 19:00:00,2011-05-09,2,0,19,1,1,0.58,0.5455,0.43,0.194,45,339,384,Sedang
2011-05-09 20:00:00,2011-05-09,2,0,20,1,1,0.54,0.5152,0.49,0.194,25,214,239,Sedang
2011-05-09 21:00:00,2011-05-09,2,0,21,1,1,0.52,0.5,0.59,0.1343,28,128,156,Sedang
2011-05-09 22:00:00,2011-05-09,2,0,22,1,1,0.52,0.5,0.68,0.0896,21,95,116,Sedang
2011-05-09 23:00:00,2011-05-09,2,0,23,1,1,0.5,0.4848,0.68,0.0896,16,45,61,Sedang
2011-05-10 00:00:00,2011-05-10,2,0,0,1,1,0.48,0.4697,0.63,0.0,6,12,18,Sedang
2011-05-10 01:00:00,2011-05-10,2,0,1,1,1,0.46,0.4545,0.59,0.0896,3,12,15,Sedang
2011-05-10 02:00:00,2011-05-10,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5,Sedang
2011-05-10 03:00:00,2011-05-10,2,0,3,1,1,0.44,0.4394,0.54,0.194,1,3,4,Sedang
2011-05-10 04:00:00,2011-05-10,2,0,4,1,1,0.42,0.4242,0.62,0.2537,0,2,2,Sedang
2011-05-10 05:00:00,2011-05-10,2,0,5,1,1,0.4,0.4091,0.66,0.2239,1,28,29,Sedang
2011-05-10 06:00:00,2011-05-10,2,0,6,1,1,0.42,0.4242,0.67,0.1343,9,103,112,Sedang
2011-05-10 07:00:00,2011-05-10,2,0,7,1,2,0.44,0.4394,0.62,0.1343,13,301,314,Sedang
2011-05-10 08:00:00,2011-05-10,2,0,8,1,2,0.5,0.4848,0.51,0.1045,28,397,425,Sedang
2011-05-10 09:00:00,2011-05-10,2,0,9,1,2,0.52,0.5,0.48,0.1045,29,176,205,Sedang
2011-05-10 10:00:00,2011-05-10,2,0,10,1,2,0.56,0.5303,0.37,0.0896,27,100,127,Sedang
2011-05-10 11:00:00,2011-05-10,2,0,11,1,2,0.56,0.5303,0.43,0.1343,17,108,125,Sedang
2011-05-10 12:00:00,2011-05-10,2,0,12,1,2,0.6,0.6212,0.38,0.0,47,170,217,Sedang
2011-05-10 13:00:00,2011-05-10,2,0,13,1,2,0.62,0.6212,0.38,0.2537,50,152,202,Sedang
2011-05-10 14:00:00,2011-05-10,2,0,14,1,2,0.62,0.6212,0.33,0.0,42,134,176,Sedang
2011-05-10 15:00:00,2011-05-10,2,0,15,1,2,0.64,0.6212,0.33,0.0896,28,152,180,Sedang
2011-05-10 16:00:00,2011-05-10,2,0,16,1,1,0.66,0.6212,0.31,0.1045,56,271,327,Sedang
2011-05-10 17:00:00,2011-05-10,2,0,17,1,1,0.64,0.6212,0.33,0.0,79,532,611,Sedang
2011-05-10 18:00:00,2011-05-10,2,0,18,1,1,0.64,0.6212,0.29,0.1343,70,480,550,Sedang
2011-05-10 19:00:00,2011-05-10,2,0,19,1,1,0.6,0.6212,0.43,0.2239,69,365,434,Sedang
2011-05-10 20:00:00,2011-05-10,2,0,20,1,1,0.54,0.5152,0.6,0.1343,50,241,291,Sedang
2011-05-10 21:00:00,2011-05-10,2,0,21,1,1,0.54,0.5152,0.52,0.0,30,173,203,Sedang
2011-05-10 22:00:00,2011-05-10,2,0,22,1,1,0.52,0.5,0.55,0.1045,29,121,150,Sedang
2011-05-10 23:00:00,2011-05-10,2,0,23,1,2,0.52,0.5,0.59,0.1343,9,72,81,Sedang
2011-05-11 00:00:00,2011-05-11,2,0,0,1,2,0.52,0.5,0.55,0.1343,8,30,38,Sedang
2011-05-11 01:00:00,2011-05-11,2,0,1,1,2,0.5,0.4848,0.59,0.1045,4,16,20,Sedang
2011-05-11 02:00:00,2011-05-11,2,0,2,1,1,0.52,0.5,0.59,0.0,6,4,10,Sedang
2011-05-11 03:00:00,2011-05-11,2,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3,Sedang
2011-05-11 04:00:00,2011-05-11,2,0,4,1,2,0.48,0.4697,0.88,0.1343,0,2,2,Sedang
2011-05-11 05:00:00,2011-05-11,2,0,5,1,1,0.46,0.4545,0.88,0.1343,0,20,20,Sedang
2011-05-11 06:00:00,2011-05-11,2,0,6,1,1,0.46,0.4545,0.82,0.1343,6,93,99,Sedang
2011-05-11 07:00:00,2011-05-11,2,0,7,1,1,0.48,0.4697,0.72,0.194,25,293,318,Sedang
2011-05-11 08:00:00,2011-05-11,2,0,8,1,1,0.48,0.4697,0.77,0.2537,21,421,442,Sedang
2011-05-11 09:00:00,2011-05-11,2,0,9,1,1,0.52,0.5,0.72,0.1343,21,182,203,Sedang
2011-05-11 10:00:00,2011-05-11,2,0,10,1,1,0.54,0.5152,0.68,0.0896,30,124,154,Sedang
2011-05-11 11:00:00,2011-05-11,2,0,11,1,1,0.56,0.5303,0.64,0.0896,18,123,141,Sedang
2011-05-11 12:00:00,2011-05-11,2,0,12,1,1,0.6,0.6212,0.56,0.0,41,185,226,Sedang
2011-05-11 13:00:00,2011-05-11,2,0,13,1,1,0.62,0.6212,0.5,0.0,36,157,193,Sedang
2011-05-11 14:00:00,2011-05-11,2,0,14,1,1,0.62,0.6212,0.53,0.0896,36,141,177,Sedang
2011-05-11 15:00:00,2011-05-11,2,0,15,1,1,0.64,0.6212,0.41,0.0,48,131,179,Sedang
2011-05-11 16:00:00,2011-05-11,2,0,16,1,1,0.66,0.6212,0.39,0.0,49,240,289,Sedang
2011-05-11 17:00:00,2011-05-11,2,0,17,1,1,0.64,0.6212,0.47,0.1045,17,242,259,Sedang
2011-05-11 18:00:00,2011-05-11,2,0,18,1,1,0.62,0.6212,0.5,0.2985,40,234,274,Sedang
2011-05-11 19:00:00,2011-05-11,2,0,19,1,1,0.56,0.5303,0.52,0.1343,60,341,401,Sedang
2011-05-11 20:00:00,2011-05-11,2,0,20,1,1,0.54,0.5152,0.64,0.1343,28,245,273,Sedang
2011-05-11 21:00:00,2011-05-11,2,0,21,1,1,0.54,0.5152,0.6,0.0,32,202,234,Sedang
2011-05-11 22:00:00,2011-05-11,2,0,22,1,1,0.5,0.4848,0.72,0.2537,12,134,146,Sedang
2011-05-11 23:00:00,2011-05-11,2,0,23,1,1,0.46,0.4545,0.88,0.2537,12,69,81,Sedang
2011-05-12 00:00:00,2011-05-12,2,0,0,1,2,0.46,0.4545,0.88,0.2239,5,39,44,Sedang
2011-05-12 01:00:00,2011-05-12,2,0,1,1,1,0.46,0.4545,0.88,0.2239,1,16,17,Sedang
2011-05-12 02:00:00,2011-05-12,2,0,2,1,1,0.44,0.4394,0.94,0.194,1,14,15,Sedang
2011-05-12 03:00:00,2011-05-12,2,0,3,1,1,0.44,0.4394,0.88,0.1343,0,5,5,Sedang
2011-05-12 04:00:00,2011-05-12,2,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6,Sedang
2011-05-12 05:00:00,2011-05-12,2,0,5,1,1,0.42,0.4242,0.94,0.1343,2,27,29,Sedang
2011-05-12 06:00:00,2011-05-12,2,0,6,1,1,0.44,0.4394,0.88,0.0,9,103,112,Sedang
2011-05-12 07:00:00,2011-05-12,2,0,7,1,1,0.46,0.4545,0.88,0.1343,14,283,297,Sedang
2011-05-12 08:00:00,2011-05-12,2,0,8,1,1,0.48,0.4697,0.82,0.194,27,394,421,Sedang
2011-05-12 09:00:00,2011-05-12,2,0,9,1,2,0.5,0.4848,0.77,0.2836,21,191,212,Sedang
2011-05-12 10:00:00,2011-05-12,2,0,10,1,2,0.54,0.5152,0.68,0.2239,28,119,147,Sedang
2011-05-12 11:00:00,2011-05-12,2,0,11,1,1,0.58,0.5455,0.6,0.2239,43,136,179,Sedang
2011-05-12 12:00:00,2011-05-12,2,0,12,1,1,0.58,0.5455,0.6,0.2239,43,164,207,Sedang
2011-05-12 13:00:00,2011-05-12,2,0,13,1,2,0.62,0.6212,0.57,0.2985,48,170,218,Sedang
2011-05-12 14:00:00,2011-05-12,2,0,14,1,2,0.62,0.6061,0.61,0.2239,43,148,191,Sedang
2011-05-12 15:00:00,2011-05-12,2,0,15,1,2,0.64,0.6212,0.53,0.2537,54,163,217,Sedang
2011-05-12 16:00:00,2011-05-12,2,0,16,1,2,0.64,0.6212,0.57,0.2537,50,238,288,Sedang
2011-05-12 17:00:00,2011-05-12,2,0,17,1,2,0.64,0.6212,0.57,0.194,54,540,594,Sedang
2011-05-12 18:00:00,2011-05-12,2,0,18,1,1,0.62,0.6061,0.69,0.2239,64,463,527,Sedang
2011-05-12 19:00:00,2011-05-12,2,0,19,1,2,0.6,0.6061,0.64,0.194,59,305,364,Sedang
2011-05-12 20:00:00,2011-05-12,2,0,20,1,1,0.6,0.6061,0.64,0.194,56,220,276,Sedang
2011-05-12 21:00:00,2011-05-12,2,0,21,1,1,0.56,0.5303,0.83,0.1343,31,192,223,Sedang
2011-05-12 22:00:00,2011-05-12,2,0,22,1,1,0.54,0.5152,0.83,0.194,25,147,172,Sedang
2011-05-12 23:00:00,2011-05-12,2,0,23,1,2,0.54,0.5152,0.77,0.194,16,87,103,Sedang
2011-05-13 00:00:00,2011-05-13,2,0,0,1,2,0.52,0.5,0.83,0.1642,6,46,52,Sedang
2011-05-13 01:00:00,2011-05-13,2,0,1,1,1,0.52,0.5,0.83,0.1642,5,15,20,Sedang
2011-05-13 02:00:00,2011-05-13,2,0,2,1,2,0.5,0.4848,0.88,0.1343,3,8,11,Sedang
2011-05-13 03:00:00,2011-05-13,2,0,3,1,2,0.5,0.4848,0.88,0.1343,2,2,4,Sedang
2011-05-13 04:00:00,2011-05-13,2,0,4,1,3,0.5,0.4848,0.88,0.1642,2,3,5,Sedang
2011-05-13 05:00:00,2011-05-13,2,0,5,1,2,0.5,0.4848,0.88,0.194,1,24,25,Sedang
2011-05-13 06:00:00,2011-05-13,2,0,6,1,3,0.5,0.4848,0.88,0.1343,6,76,82,Sedang
2011-05-13 07:00:00,2011-05-13,2,0,7,1,3,0.5,0.4848,0.88,0.1642,16,141,157,Sedang
2011-05-13 08:00:00,2011-05-13,2,0,8,1,2,0.5,0.4848,0.88,0.194,26,361,387,Sedang
2011-05-13 09:00:00,2011-05-13,2,0,9,1,2,0.5,0.4848,0.88,0.194,18,215,233,Sedang
2011-05-13 10:00:00,2011-05-13,2,0,10,1,2,0.52,0.5,0.83,0.1343,31,99,130,Sedang
2011-05-13 11:00:00,2011-05-13,2,0,11,1,2,0.52,0.5,0.83,0.1642,56,90,146,Sedang
2011-05-13 12:00:00,2011-05-13,2,0,12,1,2,0.52,0.5,0.88,0.194,53,170,223,Sedang
2011-05-13 13:00:00,2011-05-13,2,0,13,1,2,0.52,0.5,0.88,0.3881,69,157,226,Sedang
2011-05-13 14:00:00,2011-05-13,2,0,14,1,2,0.52,0.5,0.87,0.2836,70,120,190,Sedang
2011-05-13 15:00:00,2011-05-13,2,0,15,1,2,0.52,0.5,0.88,0.1642,56,142,198,Sedang
2011-05-13 16:00:00,2011-05-13,2,0,16,1,2,0.52,0.5,0.88,0.1343,44,256,300,Sedang
2011-05-13 17:00:00,2011-05-13,2,0,17,1,3,0.52,0.5,0.88,0.1642,62,429,491,Sedang
2011-05-13 18:00:00,2011-05-13,2,0,18,1,3,0.52,0.5,0.88,0.1642,39,359,398,Sedang
2011-05-13 19:00:00,2011-05-13,2,0,19,1,2,0.52,0.5,0.83,0.194,25,245,270,Sedang
2011-05-13 20:00:00,2011-05-13,2,0,20,1,2,0.52,0.5,0.83,0.1343,22,130,152,Sedang
2011-05-13 21:00:00,2011-05-13,2,0,21,1,2,0.52,0.5,0.84,0.1642,24,130,154,Sedang
2011-05-13 22:00:00,2011-05-13,2,0,22,1,2,0.52,0.5,0.83,0.2239,25,107,132,Sedang
2011-05-13 23:00:00,2011-05-13,2,0,23,1,3,0.5,0.4848,0.88,0.1642,31,88,119,Sedang
2011-05-14 00:00:00,2011-05-14,2,0,0,0,2,0.5,0.4848,0.88,0.1343,24,78,102,Sedang
2011-05-14 01:00:00,2011-05-14,2,0,1,0,2,0.5,0.4848,0.88,0.1343,18,64,82,Sedang
2011-05-14 02:00:00,2011-05-14,2,0,2,0,2,0.5,0.4848,0.88,0.1343,15,37,52,Sedang
2011-05-14 03:00:00,2011-05-14,2,0,3,0,2,0.5,0.4848,0.88,0.1343,5,30,35,Sedang
2011-05-14 04:00:00,2011-05-14,2,0,4,0,2,0.5,0.4848,0.82,0.1642,1,4,5,Sedang
2011-05-14 05:00:00,2011-05-14,2,0,5,0,2,0.5,0.4848,0.82,0.1045,7,7,14,Sedang
2011-05-14 06:00:00,2011-05-14,2,0,6,0,2,0.5,0.4848,0.88,0.1045,2,9,11,Sedang
2011-05-14 07:00:00,2011-05-14,2,0,7,0,3,0.48,0.4697,1.0,0.0,4,28,32,Sedang
2011-05-14 08:00:00,2011-05-14,2,0,8,0,3,0.5,0.4848,0.94,0.0,16,72,88,Sedang
2011-05-14 09:00:00,2011-05-14,2,0,9,0,2,0.52,0.5,0.94,0.0896,14,86,100,Sedang
2011-05-14 10:00:00,2011-05-14,2,0,10,0,2,0.52,0.5,0.94,0.1642,34,133,167,Sedang
2011-05-14 11:00:00,2011-05-14,2,0,11,0,2,0.52,0.5,0.94,0.1343,72,207,279,Sedang
2011-05-14 12:00:00,2011-05-14,2,0,12,0,3,0.52,0.5,1.0,0.0896,75,204,279,Sedang
2011-05-14 13:00:00,2011-05-14,2,0,13,0,3,0.52,0.5,1.0,0.0896,68,180,248,Sedang
2011-05-14 14:00:00,2011-05-14,2,0,14,0,2,0.54,0.5152,0.94,0.1343,57,159,216,Sedang
2011-05-14 15:00:00,2011-05-14,2,0,15,0,2,0.54,0.5152,0.94,0.1642,73,221,294,Sedang
2011-05-14 16:00:00,2011-05-14,2,0,16,0,2,0.54,0.5152,0.94,0.194,107,188,295,Sedang
2011-05-14 17:00:00,2011-05-14,2,0,17,0,2,0.56,0.5303,0.88,0.194,78,194,272,Sedang
2011-05-14 18:00:00,2011-05-14,2,0,18,0,2,0.56,0.5303,0.88,0.2239,88,216,304,Sedang
2011-05-14 19:00:00,2011-05-14,2,0,19,0,3,0.54,0.5152,0.94,0.1343,69,179,248,Sedang
2011-05-14 20:00:00,2011-05-14,2,0,20,0,3,0.54,0.5152,0.94,0.1343,42,115,157,Sedang
2011-05-14 21:00:00,2011-05-14,2,0,21,0,3,0.54,0.5152,0.94,0.2239,15,44,59,Sedang
2011-05-14 22:00:00,2011-05-14,2,0,22,0,3,0.54,0.5152,0.94,0.1642,7,19,26,Sedang
2011-05-14 23:00:00,2011-05-14,2,0,23,0,3,0.52,0.5,1.0,0.194,11,33,44,Sedang
2011-05-15 00:00:00,2011-05-15,2,0,0,0,2,0.52,0.5,1.0,0.0,5,34,39,Sedang
2011-05-15 01:00:00,2011-05-15,2,0,1,0,2,0.52,0.5,1.0,0.1045,4,43,47,Sedang
2011-05-15 02:00:00,2011-05-15,2,0,2,0,2,0.52,0.5,1.0,0.1343,13,37,50,Sedang
2011-05-15 03:00:00,2011-05-15,2,0,3,0,2,0.52,0.5,1.0,0.0,11,21,32,Sedang
2011-05-15 04:00:00,2011-05-15,2,0,4,0,2,0.52,0.5,1.0,0.0,5,8,13,Sedang
2011-05-15 05:00:00,2011-05-15,2,0,5,0,3,0.52,0.5,1.0,0.1045,3,11,14,Sedang
2011-05-15 06:00:00,2011-05-15,2,0,6,0,2,0.52,0.5,1.0,0.1343,3,14,17,Sedang
2011-05-15 07:00:00,2011-05-15,2,0,7,0,2,0.52,0.5,1.0,0.1343,4,38,42,Sedang
2011-05-15 08:00:00,2011-05-15,2,0,8,0,2,0.54,0.5152,0.94,0.1343,24,46,70,Sedang
2011-05-15 09:00:00,2011-05-15,2,0,9,0,1,0.58,0.5455,0.83,0.2537,36,98,134,Sedang
2011-05-15 10:00:00,2011-05-15,2,0,10,0,1,0.58,0.5455,0.83,0.2239,73,153,226,Sedang
2011-05-15 11:00:00,2011-05-15,2,0,11,0,1,0.6,0.5758,0.78,0.2239,120,202,322,Sedang
2011-05-15 12:00:00,2011-05-15,2,0,12,0,1,0.62,0.5909,0.73,0.2985,120,247,367,Sedang
2011-05-15 13:00:00,2011-05-15,2,0,13,0,1,0.62,0.5909,0.73,0.2836,195,261,456,Sedang
2011-05-15 14:00:00,2011-05-15,2,0,14,0,1,0.64,0.6061,0.73,0.194,183,254,437,Sedang
2011-05-15 15:00:00,2011-05-15,2,0,15,0,1,0.66,0.6212,0.69,0.2537,206,253,459,Sedang
2011-05-15 16:00:00,2011-05-15,2,0,16,0,1,0.64,0.6061,0.69,0.2537,158,282,440,Sedang
2011-05-15 17:00:00,2011-05-15,2,0,17,0,3,0.56,0.5303,0.78,0.3582,137,255,392,Sedang
2011-05-15 18:00:00,2011-05-15,2,0,18,0,1,0.56,0.5303,0.78,0.2537,60,177,237,Sedang
2011-05-15 19:00:00,2011-05-15,2,0,19,0,1,0.56,0.5303,0.83,0.1045,78,153,231,Sedang
2011-05-15 20:00:00,2011-05-15,2,0,20,0,1,0.54,0.5152,0.88,0.0,53,138,191,Sedang
2011-05-15 21:00:00,2011-05-15,2,0,21,0,1,0.54,0.5152,0.88,0.0,44,107,151,Sedang
2011-05-15 22:00:00,2011-05-15,2,0,22,0,1,0.56,0.5303,0.83,0.0,29,88,117,Sedang
2011-05-15 23:00:00,2011-05-15,2,0,23,0,1,0.54,0.5152,0.88,0.2239,18,51,69,Sedang
2011-05-16 00:00:00,2011-05-16,2,0,0,1,1,0.52,0.5,0.94,0.1045,17,21,38,Sedang
2011-05-16 01:00:00,2011-05-16,2,0,1,1,1,0.52,0.5,0.94,0.1343,6,8,14,Sedang
2011-05-16 02:00:00,2011-05-16,2,0,2,1,1,0.5,0.4848,1.0,0.0896,4,9,13,Sedang
2011-05-16 03:00:00,2011-05-16,2,0,3,1,1,0.5,0.4848,0.94,0.1642,1,3,4,Sedang
2011-05-16 04:00:00,2011-05-16,2,0,4,1,1,0.5,0.4848,1.0,0.1343,1,5,6,Sedang
2011-05-16 05:00:00,2011-05-16,2,0,5,1,1,0.5,0.4848,0.93,0.194,1,20,21,Sedang
2011-05-16 06:00:00,2011-05-16,2,0,6,1,1,0.52,0.5,0.88,0.1642,11,93,104,Sedang
2011-05-16 07:00:00,2011-05-16,2,0,7,1,1,0.52,0.5,0.83,0.2836,27,245,272,Sedang
2011-05-16 08:00:00,2011-05-16,2,0,8,1,1,0.56,0.5303,0.73,0.2985,28,366,394,Sedang
2011-05-16 09:00:00,2011-05-16,2,0,9,1,1,0.6,0.5909,0.69,0.194,38,156,194,Sedang
2011-05-16 10:00:00,2011-05-16,2,0,10,1,1,0.62,0.6061,0.65,0.0896,37,75,112,Sedang
2011-05-16 11:00:00,2011-05-16,2,0,11,1,1,0.64,0.6212,0.57,0.0,56,129,185,Sedang
2011-05-16 12:00:00,2011-05-16,2,0,12,1,1,0.66,0.6212,0.54,0.0896,72,137,209,Sedang
2011-05-16 13:00:00,2011-05-16,2,0,13,1,1,0.68,0.6364,0.51,0.0,61,153,214,Sedang
2011-05-16 14:00:00,2011-05-16,2,0,14,1,1,0.68,0.6364,0.51,0.0,76,117,193,Sedang
2011-05-16 15:00:00,2011-05-16,2,0,15,1,1,0.72,0.6667,0.51,0.0,55,110,165,Sedang
2011-05-16 16:00:00,2011-05-16,2,0,16,1,3,0.6,0.5758,0.78,0.2537,45,181,226,Sedang
2011-05-16 17:00:00,2011-05-16,2,0,17,1,1,0.58,0.5455,0.88,0.2239,47,227,274,Sedang
2011-05-16 18:00:00,2011-05-16,2,0,18,1,3,0.58,0.5455,0.83,0.194,55,398,453,Sedang
2011-05-16 19:00:00,2011-05-16,2,0,19,1,1,0.58,0.5455,0.83,0.2537,36,272,308,Sedang
2011-05-16 20:00:00,2011-05-16,2,0,20,1,1,0.58,0.5455,0.83,0.0,31,167,198,Sedang
2011-05-16 21:00:00,2011-05-16,2,0,21,1,1,0.58,0.5455,0.83,0.0,28,149,177,Sedang
2011-05-16 22:00:00,2011-05-16,2,0,22,1,1,0.56,0.5303,0.88,0.0896,22,105,127,Sedang
2011-05-16 23:00:00,2011-05-16,2,0,23,1,1,0.56,0.5303,0.88,0.0896,18,39,57,Sedang
2011-05-17 00:00:00,2011-05-17,2,0,0,1,2,0.56,0.5303,0.88,0.0,13,18,31,Sedang
2011-05-17 01:00:00,2011-05-17,2,0,1,1,3,0.56,0.5303,0.88,0.0,7,6,13,Sedang
2011-05-17 02:00:00,2011-05-17,2,0,2,1,3,0.56,0.5303,0.88,0.0,4,4,8,Sedang
2011-05-17 03:00:00,2011-05-17,2,0,3,1,3,0.54,0.5152,0.94,0.2537,1,3,4,Sedang
2011-05-17 04:00:00,2011-05-17,2,0,4,1,3,0.54,0.5152,0.94,0.2537,2,2,4,Sedang
2011-05-17 05:00:00,2011-05-17,2,0,5,1,3,0.52,0.5,0.94,0.2537,0,22,22,Sedang
2011-05-17 06:00:00,2011-05-17,2,0,6,1,3,0.52,0.5,0.94,0.2537,0,49,49,Sedang
2011-05-17 07:00:00,2011-05-17,2,0,7,1,2,0.52,0.5,0.94,0.2537,13,138,151,Sedang
2011-05-17 08:00:00,2011-05-17,2,0,8,1,2,0.52,0.5,0.94,0.2985,22,325,347,Sedang
2011-05-17 09:00:00,2011-05-17,2,0,9,1,2,0.54,0.5152,0.88,0.2537,17,190,207,Sedang
2011-05-17 10:00:00,2011-05-17,2,0,10,1,3,0.54,0.5152,0.88,0.2537,31,73,104,Sedang
2011-05-17 11:00:00,2011-05-17,2,0,11,1,2,0.56,0.5303,0.83,0.4179,26,104,130,Sedang
2011-05-17 12:00:00,2011-05-17,2,0,12,1,3,0.56,0.5303,0.83,0.4179,38,115,153,Sedang
2011-05-17 13:00:00,2011-05-17,2,0,13,1,2,0.56,0.5303,0.88,0.3284,31,141,172,Sedang
2011-05-17 14:00:00,2011-05-17,2,0,14,1,1,0.62,0.5909,0.73,0.4627,61,123,184,Sedang
2011-05-17 15:00:00,2011-05-17,2,0,15,1,1,0.62,0.6061,0.69,0.4478,79,131,210,Sedang
2011-05-17 16:00:00,2011-05-17,2,0,16,1,1,0.62,0.6061,0.61,0.3284,73,217,290,Sedang
2011-05-17 17:00:00,2011-05-17,2,0,17,1,1,0.62,0.6061,0.65,0.4179,83,521,604,Sedang
2011-05-17 18:00:00,2011-05-17,2,0,18,1,1,0.6,0.5909,0.69,0.2985,54,426,480,Sedang
2011-05-17 19:00:00,2011-05-17,2,0,19,1,1,0.6,0.5909,0.69,0.2537,51,298,349,Sedang
2011-05-17 20:00:00,2011-05-17,2,0,20,1,1,0.58,0.5455,0.83,0.4179,30,253,283,Sedang
2011-05-17 21:00:00,2011-05-17,2,0,21,1,1,0.54,0.5152,0.88,0.2537,23,151,174,Sedang
2011-05-17 22:00:00,2011-05-17,2,0,22,1,2,0.54,0.5152,0.88,0.2836,12,86,98,Sedang
2011-05-17 23:00:00,2011-05-17,2,0,23,1,2,0.54,0.5152,0.88,0.2537,7,49,56,Sedang
2011-05-18 00:00:00,2011-05-18,2,0,0,1,2,0.54,0.5152,0.88,0.2239,8,15,23,Sedang
2011-05-18 01:00:00,2011-05-18,2,0,1,1,2,0.54,0.5152,0.88,0.2537,3,9,12,Sedang
2011-05-18 02:00:00,2011-05-18,2,0,2,1,3,0.52,0.5,0.94,0.2239,1,5,6,Sedang
2011-05-18 03:00:00,2011-05-18,2,0,3,1,3,0.52,0.5,0.94,0.2985,6,3,9,Sedang
2011-05-18 04:00:00,2011-05-18,2,0,4,1,3,0.52,0.5,0.94,0.2985,1,2,3,Sedang
2011-05-18 05:00:00,2011-05-18,2,0,5,1,1,0.52,0.5,1.0,0.2239,0,9,9,Sedang
2011-05-18 06:00:00,2011-05-18,2,0,6,1,1,0.52,0.5,1.0,0.1343,2,99,101,Sedang
2011-05-18 07:00:00,2011-05-18,2,0,7,1,1,0.54,0.5152,0.88,0.194,14,260,274,Sedang
2011-05-18 08:00:00,2011-05-18,2,0,8,1,1,0.56,0.5303,0.88,0.2836,25,428,453,Sedang
2011-05-18 09:00:00,2011-05-18,2,0,9,1,3,0.56,0.5303,0.83,0.2537,26,176,202,Sedang
2011-05-18 10:00:00,2011-05-18,2,0,10,1,3,0.54,0.5152,0.88,0.2836,33,73,106,Sedang
2011-05-18 11:00:00,2011-05-18,2,0,11,1,2,0.54,0.5152,0.94,0.0896,6,17,23,Sedang
2011-05-18 12:00:00,2011-05-18,2,0,12,1,1,0.56,0.5303,0.94,0.2985,12,42,54,Sedang
2011-05-18 13:00:00,2011-05-18,2,0,13,1,2,0.56,0.5303,0.83,0.3284,30,92,122,Sedang
2011-05-18 14:00:00,2011-05-18,2,0,14,1,2,0.58,0.5455,0.78,0.2836,44,94,138,Sedang
2011-05-18 15:00:00,2011-05-18,2,0,15,1,1,0.6,0.5758,0.78,0.2537,34,133,167,Sedang
2011-05-18 16:00:00,2011-05-18,2,0,16,1,1,0.6,0.5909,0.73,0.194,53,241,294,Sedang
2011-05-18 17:00:00,2011-05-18,2,0,17,1,1,0.6,0.5909,0.69,0.1343,78,487,565,Sedang
2011-05-18 18:00:00,2011-05-18,2,0,18,1,1,0.6,0.5909,0.73,0.2239,58,431,489,Sedang
2011-05-18 19:00:00,2011-05-18,2,0,19,1,3,0.56,0.5303,0.88,0.1343,43,288,331,Sedang
2011-05-18 20:00:00,2011-05-18,2,0,20,1,3,0.56,0.5303,0.88,0.1343,24,189,213,Sedang
2011-05-18 21:00:00,2011-05-18,2,0,21,1,1,0.52,0.5,0.88,0.0,11,74,85,Sedang
2011-05-18 22:00:00,2011-05-18,2,0,22,1,1,0.52,0.5,0.83,0.0,14,103,117,Sedang
2011-05-18 23:00:00,2011-05-18,2,0,23,1,1,0.52,0.5,0.94,0.0896,10,49,59,Sedang
2011-05-19 00:00:00,2011-05-19,2,0,0,1,1,0.52,0.5,0.94,0.1045,6,23,29,Sedang
2011-05-19 01:00:00,2011-05-19,2,0,1,1,1,0.5,0.4848,0.94,0.0,2,4,6,Sedang
2011-05-19 02:00:00,2011-05-19,2,0,2,1,1,0.5,0.4848,0.94,0.0,3,12,15,Sedang
2011-05-19 03:00:00,2011-05-19,2,0,3,1,1,0.48,0.4697,1.0,0.0,1,3,4,Sedang
2011-05-19 04:00:00,2011-05-19,2,0,4,1,1,0.48,0.4697,0.94,0.0,2,3,5,Sedang
2011-05-19 05:00:00,2011-05-19,2,0,5,1,1,0.48,0.4697,0.94,0.0,2,24,26,Sedang
2011-05-19 06:00:00,2011-05-19,2,0,6,1,2,0.5,0.4848,0.94,0.0,17,86,103,Sedang
2011-05-19 07:00:00,2011-05-19,2,0,7,1,2,0.5,0.4848,1.0,0.0,18,239,257,Sedang
2011-05-19 08:00:00,2011-05-19,2,0,8,1,2,0.52,0.5,0.88,0.0,34,453,487,Sedang
